time,veh_id,x,y,speed,angle
352,veh_70,863.1,-1.6,13.0,90.0
352,veh_71,811.1,-1.6,13.0,90.0
352,veh_72,759.1,-1.6,13.0,90.0
352,veh_73,707.1,-1.6,13.0,90.0
352,veh_74,655.1,-1.6,13.0,90.0
352,veh_75,603.1,-1.6,13.0,90.0
352,veh_76,551.1,-1.6,13.0,90.0
352,veh_77,499.1,-1.6,13.0,90.0
352,veh_78,447.1,-1.6,13.0,90.0
352,veh_79,395.1,-1.6,13.0,90.0
352,veh_80,343.1,-1.6,13.0,90.0
352,veh_81,291.1,-1.6,13.0,90.0
352,veh_82,239.1,-1.6,13.0,90.0
352,veh_83,187.1,-1.6,13.0,90.0
352,veh_84,135.1,-1.6,13.0,90.0
352,veh_85,83.1,-1.6,12.0,90.0
352,veh_86,41.1,-1.6,8.0,90.0
352,veh_87,15.1,-1.6,4.0,90.0
352,veh_88,5.1,-1.6,0.0,90.0
353,veh_68,980.1,-1.6,13.0,90.0
353,veh_69,928.1,-1.6,13.0,90.0
353,veh_70,876.1,-1.6,13.0,90.0
353,veh_71,824.1,-1.6,13.0,90.0
353,veh_72,772.1,-1.6,13.0,90.0
353,veh_73,720.1,-1.6,13.0,90.0
353,veh_74,668.1,-1.6,13.0,90.0
353,veh_75,616.1,-1.6,13.0,90.0
353,veh_76,564.1,-1.6,13.0,90.0
353,veh_77,512.1,-1.6,13.0,90.0
353,veh_78,460.1,-1.6,13.0,90.0
353,veh_79,408.1,-1.6,13.0,90.0
353,veh_80,356.1,-1.6,13.0,90.0
353,veh_81,304.1,-1.6,13.0,90.0
353,veh_82,252.1,-1.6,13.0,90.0
353,veh_83,200.1,-1.6,13.0,90.0
353,veh_84,148.1,-1.6,13.0,90.0
353,veh_85,96.1,-1.6,13.0,90.0
353,veh_86,50.1,-1.6,9.0,90.0
353,veh_87,20.1,-1.6,5.0,90.0
353,veh_88,6.1,-1.6,1.0,90.0
354,veh_68,993.1,-1.6,13.0,90.0
354,veh_69,941.1,-1.6,13.0,90.0
354,veh_70,889.1,-1.6,13.0,90.0
354,veh_71,837.1,-1.6,13.0,90.0
354,veh_72,785.1,-1.6,13.0,90.0
354,veh_73,733.1,-1.6,13.0,90.0
354,veh_74,681.1,-1.6,13.0,90.0
354,veh_75,629.1,-1.6,13.0,90.0
354,veh_76,577.1,-1.6,13.0,90.0
354,veh_77,525.1,-1.6,13.0,90.0
354,veh_78,473.1,-1.6,13.0,90.0
354,veh_79,421.1,-1.6,13.0,90.0
354,veh_80,369.1,-1.6,13.0,90.0
354,veh_81,317.1,-1.6,13.0,90.0
354,veh_82,265.1,-1.6,13.0,90.0
354,veh_83,213.1,-1.6,13.0,90.0
354,veh_84,161.1,-1.6,13.0,90.0
354,veh_85,109.1,-1.6,13.0,90.0
354,veh_86,60.1,-1.6,10.0,90.0
354,veh_87,26.1,-1.6,6.0,90.0
354,veh_88,8.1,-1.6,2.0,90.0
355,veh_69,954.1,-1.6,13.0,90.0
355,veh_70,902.1,-1.6,13.0,90.0
355,veh_71,850.1,-1.6,13.0,90.0
355,veh_72,798.1,-1.6,13.0,90.0
355,veh_73,746.1,-1.6,13.0,90.0
355,veh_74,694.1,-1.6,13.0,90.0
355,veh_75,642.1,-1.6,13.0,90.0
355,veh_76,590.1,-1.6,13.0,90.0
355,veh_77,538.1,-1.6,13.0,90.0
355,veh_78,486.1,-1.6,13.0,90.0
355,veh_79,434.1,-1.6,13.0,90.0
355,veh_80,382.1,-1.6,13.0,90.0
355,veh_81,330.1,-1.6,13.0,90.0
355,veh_82,278.1,-1.6,13.0,90.0
355,veh_83,226.1,-1.6,13.0,90.0
355,veh_84,174.1,-1.6,13.0,90.0
355,veh_85,122.1,-1.6,13.0,90.0
355,veh_86,71.1,-1.6,11.0,90.0
355,veh_87,33.1,-1.6,7.0,90.0
355,veh_88,11.1,-1.6,3.0,90.0
356,veh_69,967.1,-1.6,13.0,90.0
356,veh_70,915.1,-1.6,13.0,90.0
356,veh_71,863.1,-1.6,13.0,90.0
356,veh_72,811.1,-1.6,13.0,90.0
356,veh_73,759.1,-1.6,13.0,90.0
356,veh_74,707.1,-1.6,13.0,90.0
356,veh_75,655.1,-1.6,13.0,90.0
356,veh_76,603.1,-1.6,13.0,90.0
356,veh_77,551.1,-1.6,13.0,90.0
356,veh_78,499.1,-1.6,13.0,90.0
356,veh_79,447.1,-1.6,13.0,90.0
356,veh_80,395.1,-1.6,13.0,90.0
356,veh_81,343.1,-1.6,13.0,90.0
356,veh_82,291.1,-1.6,13.0,90.0
356,veh_83,239.1,-1.6,13.0,90.0
356,veh_84,187.1,-1.6,13.0,90.0
356,veh_85,135.1,-1.6,13.0,90.0
356,veh_86,83.1,-1.6,12.0,90.0
356,veh_87,41.1,-1.6,8.0,90.0
356,veh_88,15.1,-1.6,4.0,90.0
356,veh_89,5.1,-1.6,0.0,90.0
357,veh_69,980.1,-1.6,13.0,90.0
357,veh_70,928.1,-1.6,13.0,90.0
357,veh_71,876.1,-1.6,13.0,90.0
357,veh_72,824.1,-1.6,13.0,90.0
357,veh_73,772.1,-1.6,13.0,90.0
357,veh_74,720.1,-1.6,13.0,90.0
357,veh_75,668.1,-1.6,13.0,90.0
357,veh_76,616.1,-1.6,13.0,90.0
357,veh_77,564.1,-1.6,13.0,90.0
357,veh_78,512.1,-1.6,13.0,90.0
357,veh_79,460.1,-1.6,13.0,90.0
357,veh_80,408.1,-1.6,13.0,90.0
357,veh_81,356.1,-1.6,13.0,90.0
357,veh_82,304.1,-1.6,13.0,90.0
357,veh_83,252.1,-1.6,13.0,90.0
357,veh_84,200.1,-1.6,13.0,90.0
357,veh_85,148.1,-1.6,13.0,90.0
357,veh_86,96.1,-1.6,13.0,90.0
357,veh_87,50.1,-1.6,9.0,90.0
357,veh_88,20.1,-1.6,5.0,90.0
357,veh_89,6.1,-1.6,1.0,90.0
358,veh_69,993.1,-1.6,13.0,90.0
358,veh_70,941.1,-1.6,13.0,90.0
358,veh_71,889.1,-1.6,13.0,90.0
358,veh_72,837.1,-1.6,13.0,90.0
358,veh_73,785.1,-1.6,13.0,90.0
358,veh_74,733.1,-1.6,13.0,90.0
358,veh_75,681.1,-1.6,13.0,90.0
358,veh_76,629.1,-1.6,13.0,90.0
358,veh_77,577.1,-1.6,13.0,90.0
358,veh_78,525.1,-1.6,13.0,90.0
358,veh_79,473.1,-1.6,13.0,90.0
358,veh_80,421.1,-1.6,13.0,90.0
358,veh_81,369.1,-1.6,13.0,90.0
358,veh_82,317.1,-1.6,13.0,90.0
358,veh_83,265.1,-1.6,13.0,90.0
358,veh_84,213.1,-1.6,13.0,90.0
358,veh_85,161.1,-1.6,13.0,90.0
358,veh_86,109.1,-1.6,13.0,90.0
358,veh_87,60.1,-1.6,10.0,90.0
358,veh_88,26.1,-1.6,6.0,90.0
358,veh_89,8.1,-1.6,2.0,90.0
359,veh_70,954.1,-1.6,13.0,90.0
359,veh_71,902.1,-1.6,13.0,90.0
359,veh_72,850.1,-1.6,13.0,90.0
359,veh_73,798.1,-1.6,13.0,90.0
359,veh_74,746.1,-1.6,13.0,90.0
359,veh_75,694.1,-1.6,13.0,90.0
359,veh_76,642.1,-1.6,13.0,90.0
359,veh_77,590.1,-1.6,13.0,90.0
359,veh_78,538.1,-1.6,13.0,90.0
359,veh_79,486.1,-1.6,13.0,90.0
359,veh_80,434.1,-1.6,13.0,90.0
359,veh_81,382.1,-1.6,13.0,90.0
359,veh_82,330.1,-1.6,13.0,90.0
359,veh_83,278.1,-1.6,13.0,90.0
359,veh_84,226.1,-1.6,13.0,90.0
359,veh_85,174.1,-1.6,13.0,90.0
359,veh_86,122.1,-1.6,13.0,90.0
359,veh_87,71.1,-1.6,11.0,90.0
359,veh_88,33.1,-1.6,7.0,90.0
359,veh_89,11.1,-1.6,3.0,90.0
360,veh_70,967.1,-1.6,13.0,90.0
360,veh_71,915.1,-1.6,13.0,90.0
360,veh_72,863.1,-1.6,13.0,90.0
360,veh_73,811.1,-1.6,13.0,90.0
360,veh_74,759.1,-1.6,13.0,90.0
360,veh_75,707.1,-1.6,13.0,90.0
360,veh_76,655.1,-1.6,13.0,90.0
360,veh_77,603.1,-1.6,13.0,90.0
360,veh_78,551.1,-1.6,13.0,90.0
360,veh_79,499.1,-1.6,13.0,90.0
360,veh_80,447.1,-1.6,13.0,90.0
360,veh_81,395.1,-1.6,13.0,90.0
360,veh_82,343.1,-1.6,13.0,90.0
360,veh_83,291.1,-1.6,13.0,90.0
360,veh_84,239.1,-1.6,13.0,90.0
360,veh_85,187.1,-1.6,13.0,90.0
360,veh_86,135.1,-1.6,13.0,90.0
360,veh_87,83.1,-1.6,12.0,90.0
360,veh_88,41.1,-1.6,8.0,90.0
360,veh_89,15.1,-1.6,4.0,90.0
360,veh_90,5.1,-1.6,0.0,90.0
361,veh_70,980.1,-1.6,13.0,90.0
361,veh_71,928.1,-1.6,13.0,90.0
361,veh_72,876.1,-1.6,13.0,90.0
361,veh_73,824.1,-1.6,13.0,90.0
361,veh_74,772.1,-1.6,13.0,90.0
361,veh_75,720.1,-1.6,13.0,90.0
361,veh_76,668.1,-1.6,13.0,90.0
361,veh_77,616.1,-1.6,13.0,90.0
361,veh_78,564.1,-1.6,13.0,90.0
361,veh_79,512.1,-1.6,13.0,90.0
361,veh_80,460.1,-1.6,13.0,90.0
361,veh_81,408.1,-1.6,13.0,90.0
361,veh_82,356.1,-1.6,13.0,90.0
361,veh_83,304.1,-1.6,13.0,90.0
361,veh_84,252.1,-1.6,13.0,90.0
361,veh_85,200.1,-1.6,13.0,90.0
361,veh_86,148.1,-1.6,13.0,90.0
361,veh_87,96.1,-1.6,13.0,90.0
361,veh_88,50.1,-1.6,9.0,90.0
361,veh_89,20.1,-1.6,5.0,90.0
361,veh_90,6.1,-1.6,1.0,90.0
362,veh_70,993.1,-1.6,13.0,90.0
362,veh_71,941.1,-1.6,13.0,90.0
362,veh_72,889.1,-1.6,13.0,90.0
362,veh_73,837.1,-1.6,13.0,90.0
362,veh_74,785.1,-1.6,13.0,90.0
362,veh_75,733.1,-1.6,13.0,90.0
362,veh_76,681.1,-1.6,13.0,90.0
362,veh_77,629.1,-1.6,13.0,90.0
362,veh_78,577.1,-1.6,13.0,90.0
362,veh_79,525.1,-1.6,13.0,90.0
362,veh_80,473.1,-1.6,13.0,90.0
362,veh_81,421.1,-1.6,13.0,90.0
362,veh_82,369.1,-1.6,13.0,90.0
362,veh_83,317.1,-1.6,13.0,90.0
362,veh_84,265.1,-1.6,13.0,90.0
362,veh_85,213.1,-1.6,13.0,90.0
362,veh_86,161.1,-1.6,13.0,90.0
362,veh_87,109.1,-1.6,13.0,90.0
362,veh_88,60.1,-1.6,10.0,90.0
362,veh_89,26.1,-1.6,6.0,90.0
362,veh_90,8.1,-1.6,2.0,90.0
363,veh_71,954.1,-1.6,13.0,90.0
363,veh_72,902.1,-1.6,13.0,90.0
363,veh_73,850.1,-1.6,13.0,90.0
363,veh_74,798.1,-1.6,13.0,90.0
363,veh_75,746.1,-1.6,13.0,90.0
363,veh_76,694.1,-1.6,13.0,90.0
363,veh_77,642.1,-1.6,13.0,90.0
363,veh_78,590.1,-1.6,13.0,90.0
363,veh_79,538.1,-1.6,13.0,90.0
363,veh_80,486.1,-1.6,13.0,90.0
363,veh_81,434.1,-1.6,13.0,90.0
363,veh_82,382.1,-1.6,13.0,90.0
363,veh_83,330.1,-1.6,13.0,90.0
363,veh_84,278.1,-1.6,13.0,90.0
363,veh_85,226.1,-1.6,13.0,90.0
363,veh_86,174.1,-1.6,13.0,90.0
363,veh_87,122.1,-1.6,13.0,90.0
363,veh_88,71.1,-1.6,11.0,90.0
363,veh_89,33.1,-1.6,7.0,90.0
363,veh_90,11.1,-1.6,3.0,90.0
364,veh_71,967.1,-1.6,13.0,90.0
364,veh_72,915.1,-1.6,13.0,90.0
364,veh_73,863.1,-1.6,13.0,90.0
364,veh_74,811.1,-1.6,13.0,90.0
364,veh_75,759.1,-1.6,13.0,90.0
364,veh_76,707.1,-1.6,13.0,90.0
364,veh_77,655.1,-1.6,13.0,90.0
364,veh_78,603.1,-1.6,13.0,90.0
364,veh_79,551.1,-1.6,13.0,90.0
364,veh_80,499.1,-1.6,13.0,90.0
364,veh_81,447.1,-1.6,13.0,90.0
364,veh_82,395.1,-1.6,13.0,90.0
364,veh_83,343.1,-1.6,13.0,90.0
364,veh_84,291.1,-1.6,13.0,90.0
364,veh_85,239.1,-1.6,13.0,90.0
364,veh_86,187.1,-1.6,13.0,90.0
364,veh_87,135.1,-1.6,13.0,90.0
364,veh_88,83.1,-1.6,12.0,90.0
364,veh_89,41.1,-1.6,8.0,90.0
364,veh_90,15.1,-1.6,4.0,90.0
364,veh_91,5.1,-1.6,0.0,90.0
365,veh_71,980.1,-1.6,13.0,90.0
365,veh_72,928.1,-1.6,13.0,90.0
365,veh_73,876.1,-1.6,13.0,90.0
365,veh_74,824.1,-1.6,13.0,90.0
365,veh_75,772.1,-1.6,13.0,90.0
365,veh_76,720.1,-1.6,13.0,90.0
365,veh_77,668.1,-1.6,13.0,90.0
365,veh_78,616.1,-1.6,13.0,90.0
365,veh_79,564.1,-1.6,13.0,90.0
365,veh_80,512.1,-1.6,13.0,90.0
365,veh_81,460.1,-1.6,13.0,90.0
365,veh_82,408.1,-1.6,13.0,90.0
365,veh_83,356.1,-1.6,13.0,90.0
365,veh_84,304.1,-1.6,13.0,90.0
365,veh_85,252.1,-1.6,13.0,90.0
365,veh_86,200.1,-1.6,13.0,90.0
365,veh_87,148.1,-1.6,13.0,90.0
365,veh_88,96.1,-1.6,13.0,90.0
365,veh_89,50.1,-1.6,9.0,90.0
365,veh_90,20.1,-1.6,5.0,90.0
365,veh_91,6.1,-1.6,1.0,90.0
366,veh_71,993.1,-1.6,13.0,90.0
366,veh_72,941.1,-1.6,13.0,90.0
366,veh_73,889.1,-1.6,13.0,90.0
366,veh_74,837.1,-1.6,13.0,90.0
366,veh_75,785.1,-1.6,13.0,90.0
366,veh_76,733.1,-1.6,13.0,90.0
366,veh_77,681.1,-1.6,13.0,90.0
366,veh_78,629.1,-1.6,13.0,90.0
366,veh_79,577.1,-1.6,13.0,90.0
366,veh_80,525.1,-1.6,13.0,90.0
366,veh_81,473.1,-1.6,13.0,90.0
366,veh_82,421.1,-1.6,13.0,90.0
366,veh_83,369.1,-1.6,13.0,90.0
366,veh_84,317.1,-1.6,13.0,90.0
366,veh_85,265.1,-1.6,13.0,90.0
366,veh_86,213.1,-1.6,13.0,90.0
366,veh_87,161.1,-1.6,13.0,90.0
366,veh_88,109.1,-1.6,13.0,90.0
366,veh_89,60.1,-1.6,10.0,90.0
366,veh_90,26.1,-1.6,6.0,90.0
366,veh_91,8.1,-1.6,2.0,90.0
367,veh_72,954.1,-1.6,13.0,90.0
367,veh_73,902.1,-1.6,13.0,90.0
367,veh_74,850.1,-1.6,13.0,90.0
367,veh_75,798.1,-1.6,13.0,90.0
367,veh_76,746.1,-1.6,13.0,90.0
367,veh_77,694.1,-1.6,13.0,90.0
367,veh_78,642.1,-1.6,13.0,90.0
367,veh_79,590.1,-1.6,13.0,90.0
367,veh_80,538.1,-1.6,13.0,90.0
367,veh_81,486.1,-1.6,13.0,90.0
367,veh_82,434.1,-1.6,13.0,90.0
367,veh_83,382.1,-1.6,13.0,90.0
367,veh_84,330.1,-1.6,13.0,90.0
367,veh_85,278.1,-1.6,13.0,90.0
367,veh_86,226.1,-1.6,13.0,90.0
367,veh_87,174.1,-1.6,13.0,90.0
367,veh_88,122.1,-1.6,13.0,90.0
367,veh_89,71.1,-1.6,11.0,90.0
367,veh_90,33.1,-1.6,7.0,90.0
367,veh_91,11.1,-1.6,3.0,90.0
368,veh_72,967.1,-1.6,13.0,90.0
368,veh_73,915.1,-1.6,13.0,90.0
368,veh_74,863.1,-1.6,13.0,90.0
368,veh_75,811.1,-1.6,13.0,90.0
368,veh_76,759.1,-1.6,13.0,90.0
368,veh_77,707.1,-1.6,13.0,90.0
368,veh_78,655.1,-1.6,13.0,90.0
368,veh_79,603.1,-1.6,13.0,90.0
368,veh_80,551.1,-1.6,13.0,90.0
368,veh_81,499.1,-1.6,13.0,90.0
368,veh_82,447.1,-1.6,13.0,90.0
368,veh_83,395.1,-1.6,13.0,90.0
368,veh_84,343.1,-1.6,13.0,90.0
368,veh_85,291.1,-1.6,13.0,90.0
368,veh_86,239.1,-1.6,13.0,90.0
368,veh_87,187.1,-1.6,13.0,90.0
368,veh_88,135.1,-1.6,13.0,90.0
368,veh_89,83.1,-1.6,12.0,90.0
368,veh_90,41.1,-1.6,8.0,90.0
368,veh_91,15.1,-1.6,4.0,90.0
368,veh_92,5.1,-1.6,0.0,90.0
369,veh_72,980.1,-1.6,13.0,90.0
369,veh_73,928.1,-1.6,13.0,90.0
369,veh_74,876.1,-1.6,13.0,90.0
369,veh_75,824.1,-1.6,13.0,90.0
369,veh_76,772.1,-1.6,13.0,90.0
369,veh_77,720.1,-1.6,13.0,90.0
369,veh_78,668.1,-1.6,13.0,90.0
369,veh_79,616.1,-1.6,13.0,90.0
369,veh_80,564.1,-1.6,13.0,90.0
369,veh_81,512.1,-1.6,13.0,90.0
369,veh_82,460.1,-1.6,13.0,90.0
369,veh_83,408.1,-1.6,13.0,90.0
369,veh_84,356.1,-1.6,13.0,90.0
369,veh_85,304.1,-1.6,13.0,90.0
369,veh_86,252.1,-1.6,13.0,90.0
369,veh_87,200.1,-1.6,13.0,90.0
369,veh_88,148.1,-1.6,13.0,90.0
369,veh_89,96.1,-1.6,13.0,90.0
369,veh_90,50.1,-1.6,9.0,90.0
369,veh_91,20.1,-1.6,5.0,90.0
369,veh_92,6.1,-1.6,1.0,90.0
370,veh_72,993.1,-1.6,13.0,90.0
370,veh_73,941.1,-1.6,13.0,90.0
370,veh_74,889.1,-1.6,13.0,90.0
370,veh_75,837.1,-1.6,13.0,90.0
370,veh_76,785.1,-1.6,13.0,90.0
370,veh_77,733.1,-1.6,13.0,90.0
370,veh_78,681.1,-1.6,13.0,90.0
370,veh_79,629.1,-1.6,13.0,90.0
370,veh_80,577.1,-1.6,13.0,90.0
370,veh_81,525.1,-1.6,13.0,90.0
370,veh_82,473.1,-1.6,13.0,90.0
370,veh_83,421.1,-1.6,13.0,90.0
370,veh_84,369.1,-1.6,13.0,90.0
370,veh_85,317.1,-1.6,13.0,90.0
370,veh_86,265.1,-1.6,13.0,90.0
370,veh_87,213.1,-1.6,13.0,90.0
370,veh_88,161.1,-1.6,13.0,90.0
370,veh_89,109.1,-1.6,13.0,90.0
370,veh_90,60.1,-1.6,10.0,90.0
370,veh_91,26.1,-1.6,6.0,90.0
370,veh_92,8.1,-1.6,2.0,90.0
371,veh_73,954.1,-1.6,13.0,90.0
371,veh_74,902.1,-1.6,13.0,90.0
371,veh_75,850.1,-1.6,13.0,90.0
371,veh_76,798.1,-1.6,13.0,90.0
371,veh_77,746.1,-1.6,13.0,90.0
371,veh_78,694.1,-1.6,13.0,90.0
371,veh_79,642.1,-1.6,13.0,90.0
371,veh_80,590.1,-1.6,13.0,90.0
371,veh_81,538.1,-1.6,13.0,90.0
371,veh_82,486.1,-1.6,13.0,90.0
371,veh_83,434.1,-1.6,13.0,90.0
371,veh_84,382.1,-1.6,13.0,90.0
371,veh_85,330.1,-1.6,13.0,90.0
371,veh_86,278.1,-1.6,13.0,90.0
371,veh_87,226.1,-1.6,13.0,90.0
371,veh_88,174.1,-1.6,13.0,90.0
371,veh_89,122.1,-1.6,13.0,90.0
371,veh_90,71.1,-1.6,11.0,90.0
371,veh_91,33.1,-1.6,7.0,90.0
371,veh_92,11.1,-1.6,3.0,90.0
372,veh_73,967.1,-1.6,13.0,90.0
372,veh_74,915.1,-1.6,13.0,90.0
372,veh_75,863.1,-1.6,13.0,90.0
372,veh_76,811.1,-1.6,13.0,90.0
372,veh_77,759.1,-1.6,13.0,90.0
372,veh_78,707.1,-1.6,13.0,90.0
372,veh_79,655.1,-1.6,13.0,90.0
372,veh_80,603.1,-1.6,13.0,90.0
372,veh_81,551.1,-1.6,13.0,90.0
372,veh_82,499.1,-1.6,13.0,90.0
372,veh_83,447.1,-1.6,13.0,90.0
372,veh_84,395.1,-1.6,13.0,90.0
372,veh_85,343.1,-1.6,13.0,90.0
372,veh_86,291.1,-1.6,13.0,90.0
372,veh_87,239.1,-1.6,13.0,90.0
372,veh_88,187.1,-1.6,13.0,90.0
372,veh_89,135.1,-1.6,13.0,90.0
372,veh_90,83.1,-1.6,12.0,90.0
372,veh_91,41.1,-1.6,8.0,90.0
372,veh_92,15.1,-1.6,4.0,90.0
372,veh_93,5.1,-1.6,0.0,90.0
373,veh_73,980.1,-1.6,13.0,90.0
373,veh_74,928.1,-1.6,13.0,90.0
373,veh_75,876.1,-1.6,13.0,90.0
373,veh_76,824.1,-1.6,13.0,90.0
373,veh_77,772.1,-1.6,13.0,90.0
373,veh_78,720.1,-1.6,13.0,90.0
373,veh_79,668.1,-1.6,13.0,90.0
373,veh_80,616.1,-1.6,13.0,90.0
373,veh_81,564.1,-1.6,13.0,90.0
373,veh_82,512.1,-1.6,13.0,90.0
373,veh_83,460.1,-1.6,13.0,90.0
373,veh_84,408.1,-1.6,13.0,90.0
373,veh_85,356.1,-1.6,13.0,90.0
373,veh_86,304.1,-1.6,13.0,90.0
373,veh_87,252.1,-1.6,13.0,90.0
373,veh_88,200.1,-1.6,13.0,90.0
373,veh_89,148.1,-1.6,13.0,90.0
373,veh_90,96.1,-1.6,13.0,90.0
373,veh_91,50.1,-1.6,9.0,90.0
373,veh_92,20.1,-1.6,5.0,90.0
373,veh_93,6.1,-1.6,1.0,90.0
374,veh_73,993.1,-1.6,13.0,90.0
374,veh_74,941.1,-1.6,13.0,90.0
374,veh_75,889.1,-1.6,13.0,90.0
374,veh_76,837.1,-1.6,13.0,90.0
374,veh_77,785.1,-1.6,13.0,90.0
374,veh_78,733.1,-1.6,13.0,90.0
374,veh_79,681.1,-1.6,13.0,90.0
374,veh_80,629.1,-1.6,13.0,90.0
374,veh_81,577.1,-1.6,13.0,90.0
374,veh_82,525.1,-1.6,13.0,90.0
374,veh_83,473.1,-1.6,13.0,90.0
374,veh_84,421.1,-1.6,13.0,90.0
374,veh_85,369.1,-1.6,13.0,90.0
374,veh_86,317.1,-1.6,13.0,90.0
374,veh_87,265.1,-1.6,13.0,90.0
374,veh_88,213.1,-1.6,13.0,90.0
374,veh_89,161.1,-1.6,13.0,90.0
374,veh_90,109.1,-1.6,13.0,90.0
374,veh_91,60.1,-1.6,10.0,90.0
374,veh_92,26.1,-1.6,6.0,90.0
374,veh_93,8.1,-1.6,2.0,90.0
375,veh_74,954.1,-1.6,13.0,90.0
375,veh_75,902.1,-1.6,13.0,90.0
375,veh_76,850.1,-1.6,13.0,90.0
375,veh_77,798.1,-1.6,13.0,90.0
375,veh_78,746.1,-1.6,13.0,90.0
375,veh_79,694.1,-1.6,13.0,90.0
375,veh_80,642.1,-1.6,13.0,90.0
375,veh_81,590.1,-1.6,13.0,90.0
375,veh_82,538.1,-1.6,13.0,90.0
375,veh_83,486.1,-1.6,13.0,90.0
375,veh_84,434.1,-1.6,13.0,90.0
375,veh_85,382.1,-1.6,13.0,90.0
375,veh_86,330.1,-1.6,13.0,90.0
375,veh_87,278.1,-1.6,13.0,90.0
375,veh_88,226.1,-1.6,13.0,90.0
375,veh_89,174.1,-1.6,13.0,90.0
375,veh_90,122.1,-1.6,13.0,90.0
375,veh_91,71.1,-1.6,11.0,90.0
375,veh_92,33.1,-1.6,7.0,90.0
375,veh_93,11.1,-1.6,3.0,90.0
376,veh_74,967.1,-1.6,13.0,90.0
376,veh_75,915.1,-1.6,13.0,90.0
376,veh_76,863.1,-1.6,13.0,90.0
376,veh_77,811.1,-1.6,13.0,90.0
376,veh_78,759.1,-1.6,13.0,90.0
376,veh_79,707.1,-1.6,13.0,90.0
376,veh_80,655.1,-1.6,13.0,90.0
376,veh_81,603.1,-1.6,13.0,90.0
376,veh_82,551.1,-1.6,13.0,90.0
376,veh_83,499.1,-1.6,13.0,90.0
376,veh_84,447.1,-1.6,13.0,90.0
376,veh_85,395.1,-1.6,13.0,90.0
376,veh_86,343.1,-1.6,13.0,90.0
376,veh_87,291.1,-1.6,13.0,90.0
376,veh_88,239.1,-1.6,13.0,90.0
376,veh_89,187.1,-1.6,13.0,90.0
376,veh_90,135.1,-1.6,13.0,90.0
376,veh_91,83.1,-1.6,12.0,90.0
376,veh_92,41.1,-1.6,8.0,90.0
376,veh_93,15.1,-1.6,4.0,90.0
376,veh_94,5.1,-1.6,0.0,90.0
377,veh_74,980.1,-1.6,13.0,90.0
377,veh_75,928.1,-1.6,13.0,90.0
377,veh_76,876.1,-1.6,13.0,90.0
377,veh_77,824.1,-1.6,13.0,90.0
377,veh_78,772.1,-1.6,13.0,90.0
377,veh_79,720.1,-1.6,13.0,90.0
377,veh_80,668.1,-1.6,13.0,90.0
377,veh_81,616.1,-1.6,13.0,90.0
377,veh_82,564.1,-1.6,13.0,90.0
377,veh_83,512.1,-1.6,13.0,90.0
377,veh_84,460.1,-1.6,13.0,90.0
377,veh_85,408.1,-1.6,13.0,90.0
377,veh_86,356.1,-1.6,13.0,90.0
377,veh_87,304.1,-1.6,13.0,90.0
377,veh_88,252.1,-1.6,13.0,90.0
377,veh_89,200.1,-1.6,13.0,90.0
377,veh_90,148.1,-1.6,13.0,90.0
377,veh_91,95.49601999999999,-1.6,12.39602,90.0
377,veh_92,50.1,-1.6,9.0,90.0
377,veh_93,20.1,-1.6,5.0,90.0
377,veh_94,6.1,-1.6,1.0,90.0
378,veh_74,993.1,-1.6,13.0,90.0
378,veh_75,941.1,-1.6,13.0,90.0
378,veh_76,889.1,-1.6,13.0,90.0
378,veh_77,837.1,-1.6,13.0,90.0
378,veh_78,785.1,-1.6,13.0,90.0
378,veh_79,733.1,-1.6,13.0,90.0
378,veh_80,681.1,-1.6,13.0,90.0
378,veh_81,629.1,-1.6,13.0,90.0
378,veh_82,577.1,-1.6,13.0,90.0
378,veh_83,525.1,-1.6,13.0,90.0
378,veh_84,473.1,-1.6,13.0,90.0
378,veh_85,421.1,-1.6,13.0,90.0
378,veh_86,369.1,-1.6,13.0,90.0
378,veh_87,317.1,-1.6,13.0,90.0
378,veh_88,265.1,-1.6,13.0,90.0
378,veh_89,213.1,-1.6,13.0,90.0
378,veh_90,161.1,-1.6,13.0,90.0
378,veh_91,107.89203999999998,-1.6,12.39602,90.0
378,veh_92,60.1,-1.6,10.0,90.0
378,veh_93,26.1,-1.6,6.0,90.0
378,veh_94,8.1,-1.6,2.0,90.0
379,veh_75,954.1,-1.6,13.0,90.0
379,veh_76,902.1,-1.6,13.0,90.0
379,veh_77,850.1,-1.6,13.0,90.0
379,veh_78,798.1,-1.6,13.0,90.0
379,veh_79,746.1,-1.6,13.0,90.0
379,veh_80,694.1,-1.6,13.0,90.0
379,veh_81,642.1,-1.6,13.0,90.0
379,veh_82,590.1,-1.6,13.0,90.0
379,veh_83,538.1,-1.6,13.0,90.0
379,veh_84,486.1,-1.6,13.0,90.0
379,veh_85,434.1,-1.6,13.0,90.0
379,veh_86,382.1,-1.6,13.0,90.0
379,veh_87,330.1,-1.6,13.0,90.0
379,veh_88,278.1,-1.6,13.0,90.0
379,veh_89,226.1,-1.6,13.0,90.0
379,veh_90,174.1,-1.6,13.0,90.0
379,veh_91,120.28805999999997,-1.6,12.39602,90.0
379,veh_92,71.1,-1.6,11.0,90.0
379,veh_93,33.1,-1.6,7.0,90.0
379,veh_94,11.1,-1.6,3.0,90.0
380,veh_75,967.1,-1.6,13.0,90.0
380,veh_76,915.1,-1.6,13.0,90.0
380,veh_77,863.1,-1.6,13.0,90.0
